"","language","article","date","views"
"10956","en","weapons-grade",2013-12-30,55
"109613","en","abu_sayyaf",2013-12-31,239
"1096","en","al-qaeda",2013-12-31,3438
"109623","en","al-qaeda_in_the_arabian_peninsula",2013-12-31,414
"109624","en","al-qaeda_in_the_islamic_maghreb",2013-12-31,204
"109627","en","al-shabaab",2013-12-31,19
"109611","en","biological_weapon",2013-12-31,53
"109618","en","car_bomb",2013-12-31,277
"109610","en","chemical_weapon",2013-12-31,412
"10965","en","conventional_weapon",2013-12-31,37
"10967","en","dirty_bomb",2013-12-31,307
"10964","en","eco-terrorism",2013-12-31,161
"10963","en","environmental_terrorism",2013-12-31,8
"109615","en","euskadi_ta_askatasuna",2013-12-31,28
"109614","en","farc",2013-12-31,398
"109616","en","hezbollah",2013-12-31,1641
"109612","en","improvised_explosive_device",2013-12-31,726
"109629","en","islamist",2013-12-31,156
"109619","en","jihad",2013-12-31,1219
"10969","en","nuclear",2013-12-31,93
"10968","en","nuclear_enrichment",2013-12-31,6
"109617","en","palestine_liberation_front",2013-12-31,42
"109626","en","political_radicalism",2013-12-31,111
"109628","en","recruitment",2013-12-31,802
"109622","en","suicide_attack",2013-12-31,864
"109621","en","suicide_bomber",2013-12-31,74
"109620","en","taliban",2013-12-31,2550
"109625","en","tehrik-i-taliban_pakistan",2013-12-31,348
"10962","en","terror",2013-12-31,133
"10961","en","terrorism",2013-12-31,1667
"10966","en","weapons-grade",2013-12-31,68
"109713","en","abu_sayyaf",2014-01-01,225
"1097","en","al-qaeda",2014-01-01,2713
"109723","en","al-qaeda_in_the_arabian_peninsula",2014-01-01,288
"109724","en","al-qaeda_in_the_islamic_maghreb",2014-01-01,157
"109727","en","al-shabaab",2014-01-01,31
"109711","en","biological_weapon",2014-01-01,50
"109718","en","car_bomb",2014-01-01,222
"109710","en","chemical_weapon",2014-01-01,284
"10975","en","conventional_weapon",2014-01-01,38
"10977","en","dirty_bomb",2014-01-01,260
"10974","en","eco-terrorism",2014-01-01,141
"10973","en","environmental_terrorism",2014-01-01,7
"109715","en","euskadi_ta_askatasuna",2014-01-01,13
"109714","en","farc",2014-01-01,311
"109716","en","hezbollah",2014-01-01,1464
"109712","en","improvised_explosive_device",2014-01-01,753
"109729","en","islamist",2014-01-01,118
"109719","en","jihad",2014-01-01,1065
"10979","en","nuclear",2014-01-01,82
"10978","en","nuclear_enrichment",2014-01-01,2
"109717","en","palestine_liberation_front",2014-01-01,35
"109726","en","political_radicalism",2014-01-01,108
"109728","en","recruitment",2014-01-01,714
"109722","en","suicide_attack",2014-01-01,500
"109721","en","suicide_bomber",2014-01-01,73
"109720","en","taliban",2014-01-01,2565
"109725","en","tehrik-i-taliban_pakistan",2014-01-01,312
"10972","en","terror",2014-01-01,92
"10971","en","terrorism",2014-01-01,1362
"10976","en","weapons-grade",2014-01-01,40
"109813","en","abu_sayyaf",2014-01-02,318
"1098","en","al-qaeda",2014-01-02,3593
"109823","en","al-qaeda_in_the_arabian_peninsula",2014-01-02,717
"109824","en","al-qaeda_in_the_islamic_maghreb",2014-01-02,232
"109827","en","al-shabaab",2014-01-02,59
"109811","en","biological_weapon",2014-01-02,75
"109818","en","car_bomb",2014-01-02,240
"109810","en","chemical_weapon",2014-01-02,342
"10985","en","conventional_weapon",2014-01-02,44
"10987","en","dirty_bomb",2014-01-02,361
"10984","en","eco-terrorism",2014-01-02,202
"10983","en","environmental_terrorism",2014-01-02,15
"109815","en","euskadi_ta_askatasuna",2014-01-02,25
"109814","en","farc",2014-01-02,602
"109816","en","hezbollah",2014-01-02,3019
"109812","en","improvised_explosive_device",2014-01-02,717
"109829","en","islamist",2014-01-02,124
"109819","en","jihad",2014-01-02,1429
"10989","en","nuclear",2014-01-02,89
"10988","en","nuclear_enrichment",2014-01-02,4
"109817","en","palestine_liberation_front",2014-01-02,46
"109826","en","political_radicalism",2014-01-02,134
"109828","en","recruitment",2014-01-02,1314
"109822","en","suicide_attack",2014-01-02,596
"109821","en","suicide_bomber",2014-01-02,73
"109820","en","taliban",2014-01-02,3213
"109825","en","tehrik-i-taliban_pakistan",2014-01-02,319
"10982","en","terror",2014-01-02,86
"10981","en","terrorism",2014-01-02,1634
"10986","en","weapons-grade",2014-01-02,59
"109913","en","abu_sayyaf",2014-01-03,275
"1099","en","al-qaeda",2014-01-03,3883
"109923","en","al-qaeda_in_the_arabian_peninsula",2014-01-03,186
"109924","en","al-qaeda_in_the_islamic_maghreb",2014-01-03,210
"109927","en","al-shabaab",2014-01-03,54
"109911","en","biological_weapon",2014-01-03,59
"109918","en","car_bomb",2014-01-03,203
"109910","en","chemical_weapon",2014-01-03,407
"10995","en","conventional_weapon",2014-01-03,42
"10997","en","dirty_bomb",2014-01-03,328
"10994","en","eco-terrorism",2014-01-03,218
"10993","en","environmental_terrorism",2014-01-03,20
"109915","en","euskadi_ta_askatasuna",2014-01-03,30
"109914","en","farc",2014-01-03,438
"109916","en","hezbollah",2014-01-03,2972
"109912","en","improvised_explosive_device",2014-01-03,790
"109929","en","islamist",2014-01-03,108
"109919","en","jihad",2014-01-03,1264
"10999","en","nuclear",2014-01-03,90
"10998","en","nuclear_enrichment",2014-01-03,1
"109917","en","palestine_liberation_front",2014-01-03,50
"109926","en","political_radicalism",2014-01-03,120
"109928","en","recruitment",2014-01-03,1346
"109922","en","suicide_attack",2014-01-03,1113
"109921","en","suicide_bomber",2014-01-03,64
"109920","en","taliban",2014-01-03,3134
"109925","en","tehrik-i-taliban_pakistan",2014-01-03,291
"10992","en","terror",2014-01-03,104
"10991","en","terrorism",2014-01-03,2143
"10996","en","weapons-grade",2014-01-03,78
"110013","en","abu_sayyaf",2014-01-04,271
"1100","en","al-qaeda",2014-01-04,5033
"110023","en","al-qaeda_in_the_arabian_peninsula",2014-01-04,181
"110024","en","al-qaeda_in_the_islamic_maghreb",2014-01-04,149
"110027","en","al-shabaab",2014-01-04,42
"110011","en","biological_weapon",2014-01-04,55
"110018","en","car_bomb",2014-01-04,174
"110010","en","chemical_weapon",2014-01-04,289
"11005","en","conventional_weapon",2014-01-04,50
"11007","en","dirty_bomb",2014-01-04,304
"11004","en","eco-terrorism",2014-01-04,158
"11003","en","environmental_terrorism",2014-01-04,11
"110015","en","euskadi_ta_askatasuna",2014-01-04,16
"110014","en","farc",2014-01-04,578
"110016","en","hezbollah",2014-01-04,2552
"110012","en","improvised_explosive_device",2014-01-04,642
"110029","en","islamist",2014-01-04,98
"110019","en","jihad",2014-01-04,1145
"11009","en","nuclear",2014-01-04,81
"11008","en","nuclear_enrichment",2014-01-04,2
"110017","en","palestine_liberation_front",2014-01-04,40
"110026","en","political_radicalism",2014-01-04,107
"110028","en","recruitment",2014-01-04,971
"110022","en","suicide_attack",2014-01-04,463
"110021","en","suicide_bomber",2014-01-04,34
"110020","en","taliban",2014-01-04,3008
"110025","en","tehrik-i-taliban_pakistan",2014-01-04,331
"11002","en","terror",2014-01-04,85
"11001","en","terrorism",2014-01-04,1474
"11006","en","weapons-grade",2014-01-04,43
"110117","en","abu_sayyaf",2014-01-05,55
"1101","en","al-qaeda",2014-01-05,1308
"110127","en","al-qaeda_in_the_arabian_peninsula",2014-01-05,32
"110128","en","al-qaeda_in_the_islamic_maghreb",2014-01-05,29
"110133","en","al-shabaab",2014-01-05,7
"110115","en","biological_weapon",2014-01-05,10
"110122","en","car_bomb",2014-01-05,35
"110114","en","chemical_weapon",2014-01-05,61
"11019","en","conventional_weapon",2014-01-05,9
"110111","en","dirty_bomb",2014-01-05,64
"11017","en","eco-terrorism",2014-01-05,26
"11015","en","environmental_terrorism",2014-01-05,2
"110119","en","euskadi_ta_askatasuna",2014-01-05,8
"110118","en","farc",2014-01-05,101
"110120","en","hezbollah",2014-01-05,426
"110116","en","improvised_explosive_device",2014-01-05,119
"110137","en","islamist",2014-01-05,23
"110123","en","jihad",2014-01-05,227
"110113","en","nuclear",2014-01-05,13
"110112","en","nuclear_enrichment",2014-01-05,0
"110121","en","palestine_liberation_front",2014-01-05,11
"110131","en","political_radicalism",2014-01-05,24
"110135","en","recruitment",2014-01-05,86
"110126","en","suicide_attack",2014-01-05,100
"110125","en","suicide_bomber",2014-01-05,9
"110124","en","taliban",2014-01-05,631
"110129","en","tehrik-i-taliban_pakistan",2014-01-05,83
"11013","en","terror",2014-01-05,19
"11011","en","terrorism",2014-01-05,207
"110110","en","weapons-grade",2014-01-05,10
"110215","en","abu_sayyaf",2014-01-06,94
"1102","en","al-qaeda",2014-01-06,3807
"110225","en","al-qaeda_in_the_arabian_peninsula",2014-01-06,75
"110226","en","al-qaeda_in_the_islamic_maghreb",2014-01-06,78
"110229","en","al-shabaab",2014-01-06,21
"110213","en","biological_weapon",2014-01-06,26
"110220","en","car_bomb",2014-01-06,73
"110212","en","chemical_weapon",2014-01-06,163
"11025","en","conventional_weapon",2014-01-06,15
"11028","en","dirty_bomb",2014-01-06,116
"11024","en","eco-terrorism",2014-01-06,76
"11023","en","environmental_terrorism",2014-01-06,6
"110217","en","euskadi_ta_askatasuna",2014-01-06,9
"110216","en","farc",2014-01-06,197
"110218","en","hezbollah",2014-01-06,867
"110214","en","improvised_explosive_device",2014-01-06,288
"110231","en","islamist",2014-01-06,47
"110221","en","jihad",2014-01-06,1190
"110211","en","nuclear",2014-01-06,45
"110210","en","nuclear_enrichment",2014-01-06,2
"110219","en","palestine_liberation_front",2014-01-06,11
"110228","en","political_radicalism",2014-01-06,48
"110230","en","recruitment",2014-01-06,429
"110224","en","suicide_attack",2014-01-06,206
"110223","en","suicide_bomber",2014-01-06,42
"110222","en","taliban",2014-01-06,1383
"110227","en","tehrik-i-taliban_pakistan",2014-01-06,130
"11022","en","terror",2014-01-06,54
"11021","en","terrorism",2014-01-06,594
"11026","en","weapons-grade",2014-01-06,33
"110313","en","abu_sayyaf",2014-01-07,380
"1103","en","al-qaeda",2014-01-07,8669
"110323","en","al-qaeda_in_the_arabian_peninsula",2014-01-07,219
"110324","en","al-qaeda_in_the_islamic_maghreb",2014-01-07,260
"110327","en","al-shabaab",2014-01-07,37
"110311","en","biological_weapon",2014-01-07,82
"110318","en","car_bomb",2014-01-07,217
"110310","en","chemical_weapon",2014-01-07,514
"11035","en","conventional_weapon",2014-01-07,71
"11037","en","dirty_bomb",2014-01-07,296
"11034","en","eco-terrorism",2014-01-07,313
"11033","en","environmental_terrorism",2014-01-07,27
"110315","en","euskadi_ta_askatasuna",2014-01-07,28
"110314","en","farc",2014-01-07,573
"110316","en","hezbollah",2014-01-07,2258
"110312","en","improvised_explosive_device",2014-01-07,874
"110329","en","islamist",2014-01-07,149
"110319","en","jihad",2014-01-07,2186
"11039","en","nuclear",2014-01-07,139
"11038","en","nuclear_enrichment",2014-01-07,11
"110317","en","palestine_liberation_front",2014-01-07,44
"110326","en","political_radicalism",2014-01-07,173
"110328","en","recruitment",2014-01-07,1641
"110322","en","suicide_attack",2014-01-07,626
"110321","en","suicide_bomber",2014-01-07,103
"110320","en","taliban",2014-01-07,4082
"110325","en","tehrik-i-taliban_pakistan",2014-01-07,396
"11032","en","terror",2014-01-07,113
"11031","en","terrorism",2014-01-07,2199
"11036","en","weapons-grade",2014-01-07,68
"110413","en","abu_sayyaf",2014-01-08,365
"1104","en","al-qaeda",2014-01-08,7170
"110423","en","al-qaeda_in_the_arabian_peninsula",2014-01-08,297
"110424","en","al-qaeda_in_the_islamic_maghreb",2014-01-08,247
"110427","en","al-shabaab",2014-01-08,65
"110411","en","biological_weapon",2014-01-08,76
"110418","en","car_bomb",2014-01-08,233
"110410","en","chemical_weapon",2014-01-08,697
"11045","en","conventional_weapon",2014-01-08,75
"11047","en","dirty_bomb",2014-01-08,332
"11044","en","eco-terrorism",2014-01-08,260
"11043","en","environmental_terrorism",2014-01-08,20
"110415","en","euskadi_ta_askatasuna",2014-01-08,26
"110414","en","farc",2014-01-08,631
"110416","en","hezbollah",2014-01-08,1976
"110412","en","improvised_explosive_device",2014-01-08,929
"110429","en","islamist",2014-01-08,118
"110419","en","jihad",2014-01-08,1845
"11049","en","nuclear",2014-01-08,152
"11048","en","nuclear_enrichment",2014-01-08,11
"110417","en","palestine_liberation_front",2014-01-08,56
"110426","en","political_radicalism",2014-01-08,197
"110428","en","recruitment",2014-01-08,1794
"110422","en","suicide_attack",2014-01-08,495
"110421","en","suicide_bomber",2014-01-08,74
"110420","en","taliban",2014-01-08,4139
"110425","en","tehrik-i-taliban_pakistan",2014-01-08,459
"11042","en","terror",2014-01-08,134
"11041","en","terrorism",2014-01-08,2364
"11046","en","weapons-grade",2014-01-08,73
"110513","en","abu_sayyaf",2014-01-09,686
"1105","en","al-qaeda",2014-01-09,14086
"110523","en","al-qaeda_in_the_arabian_peninsula",2014-01-09,486
"110524","en","al-qaeda_in_the_islamic_maghreb",2014-01-09,436
"110527","en","al-shabaab",2014-01-09,74
"110511","en","biological_weapon",2014-01-09,148
"110518","en","car_bomb",2014-01-09,400
"110510","en","chemical_weapon",2014-01-09,1216
"11055","en","conventional_weapon",2014-01-09,122
"11057","en","dirty_bomb",2014-01-09,838
"11054","en","eco-terrorism",2014-01-09,572
"11053","en","environmental_terrorism",2014-01-09,30
"110515","en","euskadi_ta_askatasuna",2014-01-09,64
"110514","en","farc",2014-01-09,1126
"110516","en","hezbollah",2014-01-09,3878
"110512","en","improvised_explosive_device",2014-01-09,1824
"110529","en","islamist",2014-01-09,262
"110519","en","jihad",2014-01-09,3644
"11059","en","nuclear",2014-01-09,364
"11058","en","nuclear_enrichment",2014-01-09,6
"110517","en","palestine_liberation_front",2014-01-09,126
"110526","en","political_radicalism",2014-01-09,404
"110528","en","recruitment",2014-01-09,3590
"110522","en","suicide_attack",2014-01-09,1048
"110521","en","suicide_bomber",2014-01-09,168
"110520","en","taliban",2014-01-09,9198
"110525","en","tehrik-i-taliban_pakistan",2014-01-09,1562
"11052","en","terror",2014-01-09,280
"11051","en","terrorism",2014-01-09,4758
"11056","en","weapons-grade",2014-01-09,178
"110613","en","abu_sayyaf",2014-01-10,335
"1106","en","al-qaeda",2014-01-10,6242
"110623","en","al-qaeda_in_the_arabian_peninsula",2014-01-10,205
"110624","en","al-qaeda_in_the_islamic_maghreb",2014-01-10,276
"110627","en","al-shabaab",2014-01-10,52
"110611","en","biological_weapon",2014-01-10,67
"110618","en","car_bomb",2014-01-10,287
"110610","en","chemical_weapon",2014-01-10,636
"11065","en","conventional_weapon",2014-01-10,54
"11067","en","dirty_bomb",2014-01-10,320
"11064","en","eco-terrorism",2014-01-10,214
"11063","en","environmental_terrorism",2014-01-10,18
"110615","en","euskadi_ta_askatasuna",2014-01-10,205
"110614","en","farc",2014-01-10,571
"110616","en","hezbollah",2014-01-10,1911
"110612","en","improvised_explosive_device",2014-01-10,1014
"110629","en","islamist",2014-01-10,305
"110619","en","jihad",2014-01-10,1543
"11069","en","nuclear",2014-01-10,140
"11068","en","nuclear_enrichment",2014-01-10,6
"110617","en","palestine_liberation_front",2014-01-10,42
"110626","en","political_radicalism",2014-01-10,188
"110628","en","recruitment",2014-01-10,1532
"110622","en","suicide_attack",2014-01-10,583
"110621","en","suicide_bomber",2014-01-10,152
"110620","en","taliban",2014-01-10,4431
"110625","en","tehrik-i-taliban_pakistan",2014-01-10,1120
"11062","en","terror",2014-01-10,119
"11061","en","terrorism",2014-01-10,2113
"11066","en","weapons-grade",2014-01-10,70
"110713","en","abu_sayyaf",2014-01-11,320
"1107","en","al-qaeda",2014-01-11,4958
"110723","en","al-qaeda_in_the_arabian_peninsula",2014-01-11,163
"110724","en","al-qaeda_in_the_islamic_maghreb",2014-01-11,188
"110727","en","al-shabaab",2014-01-11,51
"110711","en","biological_weapon",2014-01-11,67
"110718","en","car_bomb",2014-01-11,218
"110710","en","chemical_weapon",2014-01-11,417
"11075","en","conventional_weapon",2014-01-11,37
"11077","en","dirty_bomb",2014-01-11,302
"11074","en","eco-terrorism",2014-01-11,211
"11073","en","environmental_terrorism",2014-01-11,29
"110715","en","euskadi_ta_askatasuna",2014-01-11,72
"110714","en","farc",2014-01-11,448
"110716","en","hezbollah",2014-01-11,1917
"110712","en","improvised_explosive_device",2014-01-11,738
"110729","en","islamist",2014-01-11,120
"110719","en","jihad",2014-01-11,1213
"11079","en","nuclear",2014-01-11,89
"11078","en","nuclear_enrichment",2014-01-11,5
"110717","en","palestine_liberation_front",2014-01-11,58
"110726","en","political_radicalism",2014-01-11,123
"110728","en","recruitment",2014-01-11,1017
"110722","en","suicide_attack",2014-01-11,503
"110721","en","suicide_bomber",2014-01-11,121
"110720","en","taliban",2014-01-11,4145
"110725","en","tehrik-i-taliban_pakistan",2014-01-11,699
"11072","en","terror",2014-01-11,115
"11071","en","terrorism",2014-01-11,1609
"11076","en","weapons-grade",2014-01-11,63
"110813","en","abu_sayyaf",2014-01-12,342
"1108","en","al-qaeda",2014-01-12,5600
"110823","en","al-qaeda_in_the_arabian_peninsula",2014-01-12,171
"110824","en","al-qaeda_in_the_islamic_maghreb",2014-01-12,167
"110827","en","al-shabaab",2014-01-12,54
"110811","en","biological_weapon",2014-01-12,57
"110818","en","car_bomb",2014-01-12,334
"110810","en","chemical_weapon",2014-01-12,435
"11085","en","conventional_weapon",2014-01-12,40
"11087","en","dirty_bomb",2014-01-12,305
"11084","en","eco-terrorism",2014-01-12,237
"11083","en","environmental_terrorism",2014-01-12,15
"110815","en","euskadi_ta_askatasuna",2014-01-12,100
"110814","en","farc",2014-01-12,489
"110816","en","hezbollah",2014-01-12,2140
"110812","en","improvised_explosive_device",2014-01-12,825
"110829","en","islamist",2014-01-12,132
"110819","en","jihad",2014-01-12,1419
"11089","en","nuclear",2014-01-12,125
"11088","en","nuclear_enrichment",2014-01-12,5
"110817","en","palestine_liberation_front",2014-01-12,74
"110826","en","political_radicalism",2014-01-12,124
"110828","en","recruitment",2014-01-12,1064
"110822","en","suicide_attack",2014-01-12,444
"110821","en","suicide_bomber",2014-01-12,149
"110820","en","taliban",2014-01-12,4733
"110825","en","tehrik-i-taliban_pakistan",2014-01-12,611
"11082","en","terror",2014-01-12,106
"11081","en","terrorism",2014-01-12,1722
"11086","en","weapons-grade",2014-01-12,94
"110913","en","abu_sayyaf",2014-01-13,379
"1109","en","al-qaeda",2014-01-13,5917
"110923","en","al-qaeda_in_the_arabian_peninsula",2014-01-13,189
"110924","en","al-qaeda_in_the_islamic_maghreb",2014-01-13,226
"110927","en","al-shabaab",2014-01-13,48
"110911","en","biological_weapon",2014-01-13,78
"110918","en","car_bomb",2014-01-13,303
"110910","en","chemical_weapon",2014-01-13,567
"11095","en","conventional_weapon",2014-01-13,59
"11097","en","dirty_bomb",2014-01-13,364
"11094","en","eco-terrorism",2014-01-13,234
"11093","en","environmental_terrorism",2014-01-13,22
"110915","en","euskadi_ta_askatasuna",2014-01-13,53
"110914","en","farc",2014-01-13,634
"110916","en","hezbollah",2014-01-13,1995
"110912","en","improvised_explosive_device",2014-01-13,968
"110929","en","islamist",2014-01-13,122
"110919","en","jihad",2014-01-13,1741
"11099","en","nuclear",2014-01-13,150
"11098","en","nuclear_enrichment",2014-01-13,2
"110917","en","palestine_liberation_front",2014-01-13,61
"110926","en","political_radicalism",2014-01-13,177
"110928","en","recruitment",2014-01-13,1622
"110922","en","suicide_attack",2014-01-13,486
"110921","en","suicide_bomber",2014-01-13,136
"110920","en","taliban",2014-01-13,5393
"110925","en","tehrik-i-taliban_pakistan",2014-01-13,659
"11092","en","terror",2014-01-13,132
"11091","en","terrorism",2014-01-13,2292
"11096","en","weapons-grade",2014-01-13,96
"111017","en","abu_sayyaf",2014-01-14,670
"1110","en","al-qaeda",2014-01-14,10152
"111027","en","al-qaeda_in_the_arabian_peninsula",2014-01-14,402
"111028","en","al-qaeda_in_the_islamic_maghreb",2014-01-14,424
"111031","en","al-shabaab",2014-01-14,110
"111015","en","biological_weapon",2014-01-14,140
"111022","en","car_bomb",2014-01-14,560
"111014","en","chemical_weapon",2014-01-14,1178
"11109","en","conventional_weapon",2014-01-14,122
"111011","en","dirty_bomb",2014-01-14,738
"11107","en","eco-terrorism",2014-01-14,464
"11105","en","environmental_terrorism",2014-01-14,38
"111019","en","euskadi_ta_askatasuna",2014-01-14,58
"111018","en","farc",2014-01-14,1422
"111020","en","hezbollah",2014-01-14,4154
"111016","en","improvised_explosive_device",2014-01-14,1900
"111033","en","islamist",2014-01-14,282
"111023","en","jihad",2014-01-14,3674
"111013","en","nuclear",2014-01-14,308
"111012","en","nuclear_enrichment",2014-01-14,16
"111021","en","palestine_liberation_front",2014-01-14,128
"111030","en","political_radicalism",2014-01-14,394
"111032","en","recruitment",2014-01-14,3326
"111026","en","suicide_attack",2014-01-14,1062
"111025","en","suicide_bomber",2014-01-14,250
"111024","en","taliban",2014-01-14,9194
"111029","en","tehrik-i-taliban_pakistan",2014-01-14,1182
"11103","en","terror",2014-01-14,288
"11101","en","terrorism",2014-01-14,4800
"111010","en","weapons-grade",2014-01-14,182
"111117","en","abu_sayyaf",2014-01-15,782
"1111","en","al-qaeda",2014-01-15,9664
"111129","en","al-qaeda_in_the_arabian_peninsula",2014-01-15,392
"111131","en","al-qaeda_in_the_islamic_maghreb",2014-01-15,534
"111137","en","al-shabaab",2014-01-15,80
"111115","en","biological_weapon",2014-01-15,226
"111122","en","car_bomb",2014-01-15,542
"111114","en","chemical_weapon",2014-01-15,1366
"11119","en","conventional_weapon",2014-01-15,150
"111111","en","dirty_bomb",2014-01-15,722
"11117","en","eco-terrorism",2014-01-15,560
"11115","en","environmental_terrorism",2014-01-15,48
"111119","en","euskadi_ta_askatasuna",2014-01-15,68
"111118","en","farc",2014-01-15,1628
"111120","en","hezbollah",2014-01-15,3648
"111116","en","improvised_explosive_device",2014-01-15,2084
"111141","en","islamist",2014-01-15,240
"111123","en","jihad",2014-01-15,3608
"111113","en","nuclear",2014-01-15,314
"111112","en","nuclear_enrichment",2014-01-15,22
"111121","en","palestine_liberation_front",2014-01-15,124
"111135","en","political_radicalism",2014-01-15,400
"111139","en","recruitment",2014-01-15,3242
"111127","en","suicide_attack",2014-01-15,982
"111125","en","suicide_bomber",2014-01-15,282
"111124","en","taliban",2014-01-15,9528
"111133","en","tehrik-i-taliban_pakistan",2014-01-15,1000
"11113","en","terror",2014-01-15,256
"11111","en","terrorism",2014-01-15,4954
"111110","en","weapons-grade",2014-01-15,162
"111216","en","abu_sayyaf",2014-01-16,337
"1112","en","al-qaeda",2014-01-16,5189
"111226","en","al-qaeda_in_the_arabian_peninsula",2014-01-16,261
"111227","en","al-qaeda_in_the_islamic_maghreb",2014-01-16,206
"111230","en","al-shabaab",2014-01-16,51
"111214","en","biological_weapon",2014-01-16,69
"111221","en","car_bomb",2014-01-16,284
"111213","en","chemical_weapon",2014-01-16,559
"11125","en","conventional_weapon",2014-01-16,54
"111210","en","dirty_bomb",2014-01-16,369
"11124","en","eco-terrorism",2014-01-16,216
"11123","en","environmental_terrorism",2014-01-16,26
"111218","en","euskadi_ta_askatasuna",2014-01-16,20
"111217","en","farc",2014-01-16,1013
"111219","en","hezbollah",2014-01-16,2505
"111215","en","improvised_explosive_device",2014-01-16,1124
"111232","en","islamist",2014-01-16,116
"111222","en","jihad",2014-01-16,1680
"111212","en","nuclear",2014-01-16,171
"111211","en","nuclear_enrichment",2014-01-16,12
"111220","en","palestine_liberation_front",2014-01-16,48
"111229","en","political_radicalism",2014-01-16,185
"111231","en","recruitment",2014-01-16,1700
"111225","en","suicide_attack",2014-01-16,462
"111224","en","suicide_bomber",2014-01-16,99
"111223","en","taliban",2014-01-16,5000
"111228","en","tehrik-i-taliban_pakistan",2014-01-16,478
"11122","en","terror",2014-01-16,157
"11121","en","terrorism",2014-01-16,2552
"11127","en","weapons-grade",2014-01-16,83
"111314","en","abu_sayyaf",2014-01-17,295
"1113","en","al-qaeda",2014-01-17,4645
"111324","en","al-qaeda_in_the_arabian_peninsula",2014-01-17,242
"111325","en","al-qaeda_in_the_islamic_maghreb",2014-01-17,288
"111328","en","al-shabaab",2014-01-17,82
"111312","en","biological_weapon",2014-01-17,69
"111319","en","car_bomb",2014-01-17,269
"111311","en","chemical_weapon",2014-01-17,569
"11135","en","conventional_weapon",2014-01-17,82
"11137","en","dirty_bomb",2014-01-17,618
"11134","en","eco-terrorism",2014-01-17,283
"11133","en","environmental_terrorism",2014-01-17,17
"111316","en","euskadi_ta_askatasuna",2014-01-17,25
"111315","en","farc",2014-01-17,687
"111317","en","hezbollah",2014-01-17,2321
"111313","en","improvised_explosive_device",2014-01-17,1065
"111330","en","islamist",2014-01-17,114
"111320","en","jihad",2014-01-17,1578
"111310","en","nuclear",2014-01-17,153
"11139","en","nuclear_enrichment",2014-01-17,13
"111318","en","palestine_liberation_front",2014-01-17,39
"111327","en","political_radicalism",2014-01-17,163
"111329","en","recruitment",2014-01-17,1456
"111323","en","suicide_attack",2014-01-17,510
"111322","en","suicide_bomber",2014-01-17,105
"111321","en","taliban",2014-01-17,4662
"111326","en","tehrik-i-taliban_pakistan",2014-01-17,461
"11132","en","terror",2014-01-17,127
"11131","en","terrorism",2014-01-17,2059
"11136","en","weapons-grade",2014-01-17,71
"111414","en","abu_sayyaf",2014-01-18,606
"1114","en","al-qaeda",2014-01-18,7192
"111424","en","al-qaeda_in_the_arabian_peninsula",2014-01-18,314
"111425","en","al-qaeda_in_the_islamic_maghreb",2014-01-18,344
"111428","en","al-shabaab",2014-01-18,70
"111412","en","biological_weapon",2014-01-18,184
"111419","en","car_bomb",2014-01-18,478
"111411","en","chemical_weapon",2014-01-18,824
"11145","en","conventional_weapon",2014-01-18,98
"11147","en","dirty_bomb",2014-01-18,686
"11144","en","eco-terrorism",2014-01-18,418
"11143","en","environmental_terrorism",2014-01-18,22
"111416","en","euskadi_ta_askatasuna",2014-01-18,42
"111415","en","farc",2014-01-18,1192
"111417","en","hezbollah",2014-01-18,3674
"111413","en","improvised_explosive_device",2014-01-18,1500
"111430","en","islamist",2014-01-18,236
"111420","en","jihad",2014-01-18,2612
"111410","en","nuclear",2014-01-18,238
"11148","en","nuclear_enrichment",2014-01-18,16
"111418","en","palestine_liberation_front",2014-01-18,82
"111427","en","political_radicalism",2014-01-18,228
"111429","en","recruitment",2014-01-18,1912
"111423","en","suicide_attack",2014-01-18,888
"111422","en","suicide_bomber",2014-01-18,190
"111421","en","taliban",2014-01-18,9508
"111426","en","tehrik-i-taliban_pakistan",2014-01-18,818
"11142","en","terror",2014-01-18,182
"11141","en","terrorism",2014-01-18,3114
"11146","en","weapons-grade",2014-01-18,132
"111513","en","abu_sayyaf",2014-01-19,276
"1115","en","al-qaeda",2014-01-19,4065
"111523","en","al-qaeda_in_the_arabian_peninsula",2014-01-19,166
"111524","en","al-qaeda_in_the_islamic_maghreb",2014-01-19,173
"111527","en","al-shabaab",2014-01-19,31
"111511","en","biological_weapon",2014-01-19,58
"111518","en","car_bomb",2014-01-19,193
"111510","en","chemical_weapon",2014-01-19,393
"11155","en","conventional_weapon",2014-01-19,57
"11157","en","dirty_bomb",2014-01-19,285
"11154","en","eco-terrorism",2014-01-19,218
"11153","en","environmental_terrorism",2014-01-19,8
"111515","en","euskadi_ta_askatasuna",2014-01-19,30
"111514","en","farc",2014-01-19,660
"111516","en","hezbollah",2014-01-19,1671
"111512","en","improvised_explosive_device",2014-01-19,732
"111529","en","islamist",2014-01-19,138
"111519","en","jihad",2014-01-19,1492
"11159","en","nuclear",2014-01-19,109
"11158","en","nuclear_enrichment",2014-01-19,11
"111517","en","palestine_liberation_front",2014-01-19,43
"111526","en","political_radicalism",2014-01-19,132
"111528","en","recruitment",2014-01-19,966
"111522","en","suicide_attack",2014-01-19,536
"111521","en","suicide_bomber",2014-01-19,88
"111520","en","taliban",2014-01-19,5314
