"","language","article","date","views"
"104520","en","abu_sayyaf",2013-11-10,319
"10455","en","afghanistan",2013-11-10,6360
"10458","en","agro",2013-11-10,16
"1045","en","al-qaeda",2013-11-10,4210
"104534","en","al-qaeda_in_the_arabian_peninsula",2013-11-10,170
"104535","en","al-qaeda_in_the_islamic_maghreb",2013-11-10,176
"104543","en","al-shabaab",2013-11-10,45
"104518","en","ammonium_nitrate",2013-11-10,1228
"10453","en","attack",2013-11-10,53
"104517","en","biological_weapon",2013-11-10,47
"104529","en","car_bomb",2013-11-10,176
"104516","en","chemical_weapon",2013-11-10,762
"104511","en","conventional_weapon",2013-11-10,56
"104513","en","dirty_bomb",2013-11-10,339
"104510","en","eco-terrorism",2013-11-10,323
"10459","en","environmental_terrorism",2013-11-10,29
"104524","en","euskadi_ta_askatasuna",2013-11-10,43
"104539","en","extremism",2013-11-10,325
"104522","en","farc",2013-11-10,751
"104546","en","fundamentalism",2013-11-10,826
"104521","en","hamas",2013-11-10,1384
"104525","en","hezbollah",2013-11-10,1710
"104519","en","improvised_explosive_device",2013-11-10,1290
"10456","en","iran",2013-11-10,6822
"10454","en","iraq",2013-11-10,3530
"104523","en","irish_republican_army",2013-11-10,2368
"104547","en","islamist",2013-11-10,123
"104530","en","jihad",2013-11-10,1964
"104544","en","nationalism",2013-11-10,2598
"104541","en","nigeria",2013-11-10,5708
"104515","en","nuclear",2013-11-10,112
"104514","en","nuclear_enrichment",2013-11-10,7
"10457","en","pakistan",2013-11-10,11759
"104528","en","palestine_liberation_front",2013-11-10,32
"104538","en","pirates",2013-11-10,271
"104527","en","plo",2013-11-10,138
"104542","en","political_radicalism",2013-11-10,146
"104545","en","recruitment",2013-11-10,1805
"104540","en","somalia",2013-11-10,4767
"104533","en","suicide_attack",2013-11-10,555
"104532","en","suicide_bomber",2013-11-10,35
"104531","en","taliban",2013-11-10,5436
"104526","en","tamil_tigers",2013-11-10,142
"104536","en","tehrik-i-taliban_pakistan",2013-11-10,1429
"10452","en","terror",2013-11-10,154
"10451","en","terrorism",2013-11-10,2437
"104512","en","weapons-grade",2013-11-10,112
"104537","en","yemen",2013-11-10,3382
"104620","en","abu_sayyaf",2013-11-11,438
"10465","en","afghanistan",2013-11-11,7977
"10468","en","agro",2013-11-11,29
"1046","en","al-qaeda",2013-11-11,6527
"104634","en","al-qaeda_in_the_arabian_peninsula",2013-11-11,169
"104635","en","al-qaeda_in_the_islamic_maghreb",2013-11-11,205
"104643","en","al-shabaab",2013-11-11,61
"104618","en","ammonium_nitrate",2013-11-11,1669
"10463","en","attack",2013-11-11,61
"104617","en","biological_weapon",2013-11-11,42
"104629","en","car_bomb",2013-11-11,246
"104616","en","chemical_weapon",2013-11-11,978
"104611","en","conventional_weapon",2013-11-11,57
"104613","en","dirty_bomb",2013-11-11,419
"104610","en","eco-terrorism",2013-11-11,1201
"10469","en","environmental_terrorism",2013-11-11,32
"104624","en","euskadi_ta_askatasuna",2013-11-11,34
"104639","en","extremism",2013-11-11,416
"104622","en","farc",2013-11-11,880
"104646","en","fundamentalism",2013-11-11,1172
"104621","en","hamas",2013-11-11,1757
"104625","en","hezbollah",2013-11-11,1900
"104619","en","improvised_explosive_device",2013-11-11,1855
"10466","en","iran",2013-11-11,8067
"10464","en","iraq",2013-11-11,4284
"104623","en","irish_republican_army",2013-11-11,3287
"104647","en","islamist",2013-11-11,121
"104630","en","jihad",2013-11-11,2616
"104644","en","nationalism",2013-11-11,3666
"104641","en","nigeria",2013-11-11,7220
"104615","en","nuclear",2013-11-11,151
"104614","en","nuclear_enrichment",2013-11-11,0
"10467","en","pakistan",2013-11-11,12546
"104628","en","palestine_liberation_front",2013-11-11,58
"104638","en","pirates",2013-11-11,294
"104627","en","plo",2013-11-11,189
"104642","en","political_radicalism",2013-11-11,161
"104645","en","recruitment",2013-11-11,3032
"104640","en","somalia",2013-11-11,6106
"104633","en","suicide_attack",2013-11-11,568
"104632","en","suicide_bomber",2013-11-11,46
"104631","en","taliban",2013-11-11,5451
"104626","en","tamil_tigers",2013-11-11,136
"104636","en","tehrik-i-taliban_pakistan",2013-11-11,1155
"10462","en","terror",2013-11-11,165
"10461","en","terrorism",2013-11-11,3229
"104612","en","weapons-grade",2013-11-11,103
"104637","en","yemen",2013-11-11,3942
"104720","en","abu_sayyaf",2013-11-12,437
"10475","en","afghanistan",2013-11-12,8336
"10478","en","agro",2013-11-12,22
"1047","en","al-qaeda",2013-11-12,5534
"104734","en","al-qaeda_in_the_arabian_peninsula",2013-11-12,204
"104735","en","al-qaeda_in_the_islamic_maghreb",2013-11-12,215
"104743","en","al-shabaab",2013-11-12,61
"104718","en","ammonium_nitrate",2013-11-12,1807
"10473","en","attack",2013-11-12,84
"104717","en","biological_weapon",2013-11-12,65
"104729","en","car_bomb",2013-11-12,219
"104716","en","chemical_weapon",2013-11-12,1082
"104711","en","conventional_weapon",2013-11-12,52
"104713","en","dirty_bomb",2013-11-12,421
"104710","en","eco-terrorism",2013-11-12,336
"10479","en","environmental_terrorism",2013-11-12,23
"104724","en","euskadi_ta_askatasuna",2013-11-12,30
"104739","en","extremism",2013-11-12,397
"104722","en","farc",2013-11-12,1090
"104746","en","fundamentalism",2013-11-12,1259
"104721","en","hamas",2013-11-12,1855
"104725","en","hezbollah",2013-11-12,2071
"104719","en","improvised_explosive_device",2013-11-12,1515
"10476","en","iran",2013-11-12,7739
"10474","en","iraq",2013-11-12,4437
"104723","en","irish_republican_army",2013-11-12,3078
"104747","en","islamist",2013-11-12,147
"104730","en","jihad",2013-11-12,2888
"104744","en","nationalism",2013-11-12,4183
"104741","en","nigeria",2013-11-12,7503
"104715","en","nuclear",2013-11-12,134
"104714","en","nuclear_enrichment",2013-11-12,14
"10477","en","pakistan",2013-11-12,12370
"104728","en","palestine_liberation_front",2013-11-12,56
"104738","en","pirates",2013-11-12,248
"104727","en","plo",2013-11-12,151
"104742","en","political_radicalism",2013-11-12,191
"104745","en","recruitment",2013-11-12,3122
"104740","en","somalia",2013-11-12,6268
"104733","en","suicide_attack",2013-11-12,583
"104732","en","suicide_bomber",2013-11-12,49
"104731","en","taliban",2013-11-12,5250
"104726","en","tamil_tigers",2013-11-12,130
"104736","en","tehrik-i-taliban_pakistan",2013-11-12,974
"10472","en","terror",2013-11-12,171
"10471","en","terrorism",2013-11-12,3201
"104712","en","weapons-grade",2013-11-12,111
"104737","en","yemen",2013-11-12,3784
"104820","en","abu_sayyaf",2013-11-13,501
"10485","en","afghanistan",2013-11-13,7958
"10488","en","agro",2013-11-13,25
"1048","en","al-qaeda",2013-11-13,5218
"104834","en","al-qaeda_in_the_arabian_peninsula",2013-11-13,253
"104835","en","al-qaeda_in_the_islamic_maghreb",2013-11-13,318
"104843","en","al-shabaab",2013-11-13,51
"104818","en","ammonium_nitrate",2013-11-13,1785
"10483","en","attack",2013-11-13,102
"104817","en","biological_weapon",2013-11-13,80
"104829","en","car_bomb",2013-11-13,216
"104816","en","chemical_weapon",2013-11-13,1275
"104811","en","conventional_weapon",2013-11-13,60
"104813","en","dirty_bomb",2013-11-13,676
"104810","en","eco-terrorism",2013-11-13,344
"10489","en","environmental_terrorism",2013-11-13,22
"104824","en","euskadi_ta_askatasuna",2013-11-13,50
"104839","en","extremism",2013-11-13,406
"104822","en","farc",2013-11-13,1051
"104846","en","fundamentalism",2013-11-13,1347
"104821","en","hamas",2013-11-13,1864
"104825","en","hezbollah",2013-11-13,2474
"104819","en","improvised_explosive_device",2013-11-13,1466
"10486","en","iran",2013-11-13,7812
"10484","en","iraq",2013-11-13,4860
"104823","en","irish_republican_army",2013-11-13,3380
"104847","en","islamist",2013-11-13,120
"104830","en","jihad",2013-11-13,2575
"104844","en","nationalism",2013-11-13,4205
"104841","en","nigeria",2013-11-13,7597
"104815","en","nuclear",2013-11-13,132
"104814","en","nuclear_enrichment",2013-11-13,7
"10487","en","pakistan",2013-11-13,12491
"104828","en","palestine_liberation_front",2013-11-13,50
"104838","en","pirates",2013-11-13,264
"104827","en","plo",2013-11-13,167
"104842","en","political_radicalism",2013-11-13,183
"104845","en","recruitment",2013-11-13,3195
"104840","en","somalia",2013-11-13,5981
"104833","en","suicide_attack",2013-11-13,566
"104832","en","suicide_bomber",2013-11-13,43
"104831","en","taliban",2013-11-13,4860
"104826","en","tamil_tigers",2013-11-13,169
"104836","en","tehrik-i-taliban_pakistan",2013-11-13,1150
"10482","en","terror",2013-11-13,233
"10481","en","terrorism",2013-11-13,3305
"104812","en","weapons-grade",2013-11-13,105
"104837","en","yemen",2013-11-13,3701
"104920","en","abu_sayyaf",2013-11-14,487
"10495","en","afghanistan",2013-11-14,7690
"10498","en","agro",2013-11-14,26
"1049","en","al-qaeda",2013-11-14,5186
"104934","en","al-qaeda_in_the_arabian_peninsula",2013-11-14,231
"104935","en","al-qaeda_in_the_islamic_maghreb",2013-11-14,299
"104943","en","al-shabaab",2013-11-14,49
"104918","en","ammonium_nitrate",2013-11-14,1826
"10493","en","attack",2013-11-14,114
"104917","en","biological_weapon",2013-11-14,70
"104929","en","car_bomb",2013-11-14,233
"104916","en","chemical_weapon",2013-11-14,1699
"104911","en","conventional_weapon",2013-11-14,60
"104913","en","dirty_bomb",2013-11-14,457
"104910","en","eco-terrorism",2013-11-14,281
"10499","en","environmental_terrorism",2013-11-14,34
"104924","en","euskadi_ta_askatasuna",2013-11-14,33
"104939","en","extremism",2013-11-14,435
"104922","en","farc",2013-11-14,1036
"104946","en","fundamentalism",2013-11-14,1326
"104921","en","hamas",2013-11-14,1844
"104925","en","hezbollah",2013-11-14,2956
"104919","en","improvised_explosive_device",2013-11-14,1396
"10496","en","iran",2013-11-14,7515
"10494","en","iraq",2013-11-14,4874
"104923","en","irish_republican_army",2013-11-14,2978
"104947","en","islamist",2013-11-14,151
"104930","en","jihad",2013-11-14,2552
"104944","en","nationalism",2013-11-14,4027
"104941","en","nigeria",2013-11-14,7501
"104915","en","nuclear",2013-11-14,165
"104914","en","nuclear_enrichment",2013-11-14,8
"10497","en","pakistan",2013-11-14,12428
"104928","en","palestine_liberation_front",2013-11-14,54
"104938","en","pirates",2013-11-14,246
"104927","en","plo",2013-11-14,143
"104942","en","political_radicalism",2013-11-14,207
"104945","en","recruitment",2013-11-14,2941
"104940","en","somalia",2013-11-14,5540
"104933","en","suicide_attack",2013-11-14,547
"104932","en","suicide_bomber",2013-11-14,40
"104931","en","taliban",2013-11-14,5002
"104926","en","tamil_tigers",2013-11-14,203
"104936","en","tehrik-i-taliban_pakistan",2013-11-14,934
"10492","en","terror",2013-11-14,234
"10491","en","terrorism",2013-11-14,3451
"104912","en","weapons-grade",2013-11-14,115
"104937","en","yemen",2013-11-14,3723
"105020","en","abu_sayyaf",2013-11-15,872
"10505","en","afghanistan",2013-11-15,6902
"10508","en","agro",2013-11-15,37
"1050","en","al-qaeda",2013-11-15,4782
"105034","en","al-qaeda_in_the_arabian_peninsula",2013-11-15,190
"105035","en","al-qaeda_in_the_islamic_maghreb",2013-11-15,253
"105043","en","al-shabaab",2013-11-15,63
"105018","en","ammonium_nitrate",2013-11-15,1495
"10503","en","attack",2013-11-15,83
"105017","en","biological_weapon",2013-11-15,83
"105029","en","car_bomb",2013-11-15,195
"105016","en","chemical_weapon",2013-11-15,1666
"105011","en","conventional_weapon",2013-11-15,53
"105013","en","dirty_bomb",2013-11-15,574
"105010","en","eco-terrorism",2013-11-15,282
"10509","en","environmental_terrorism",2013-11-15,23
"105024","en","euskadi_ta_askatasuna",2013-11-15,19
"105039","en","extremism",2013-11-15,369
"105022","en","farc",2013-11-15,900
"105046","en","fundamentalism",2013-11-15,1192
"105021","en","hamas",2013-11-15,1460
"105025","en","hezbollah",2013-11-15,2378
"105019","en","improvised_explosive_device",2013-11-15,1262
"10506","en","iran",2013-11-15,7129
"10504","en","iraq",2013-11-15,4849
"105023","en","irish_republican_army",2013-11-15,2871
"105047","en","islamist",2013-11-15,118
"105030","en","jihad",2013-11-15,2251
"105044","en","nationalism",2013-11-15,3587
"105041","en","nigeria",2013-11-15,6977
"105015","en","nuclear",2013-11-15,136
"105014","en","nuclear_enrichment",2013-11-15,10
"10507","en","pakistan",2013-11-15,12250
"105028","en","palestine_liberation_front",2013-11-15,37
"105038","en","pirates",2013-11-15,234
"105027","en","plo",2013-11-15,112
"105042","en","political_radicalism",2013-11-15,160
"105045","en","recruitment",2013-11-15,2687
"105040","en","somalia",2013-11-15,5182
"105033","en","suicide_attack",2013-11-15,552
"105032","en","suicide_bomber",2013-11-15,41
"105031","en","taliban",2013-11-15,4058
"105026","en","tamil_tigers",2013-11-15,284
"105036","en","tehrik-i-taliban_pakistan",2013-11-15,934
"10502","en","terror",2013-11-15,150
"10501","en","terrorism",2013-11-15,3265
"105012","en","weapons-grade",2013-11-15,113
"105037","en","yemen",2013-11-15,3736
"105124","en","abu_sayyaf",2013-11-16,1095
"10519","en","afghanistan",2013-11-16,5955
"105112","en","agro",2013-11-16,26
"1051","en","al-qaeda",2013-11-16,3991
"105147","en","al-qaeda_in_the_arabian_peninsula",2013-11-16,131
"105149","en","al-qaeda_in_the_islamic_maghreb",2013-11-16,173
"105165","en","al-shabaab",2013-11-16,34
"105122","en","ammonium_nitrate",2013-11-16,980
"10515","en","attack",2013-11-16,98
"105121","en","biological_weapon",2013-11-16,59
"105137","en","car_bomb",2013-11-16,188
"105120","en","chemical_weapon",2013-11-16,921
"105115","en","conventional_weapon",2013-11-16,52
"105117","en","dirty_bomb",2013-11-16,448
"105114","en","eco-terrorism",2013-11-16,226
"105113","en","environmental_terrorism",2013-11-16,15
"105128","en","euskadi_ta_askatasuna",2013-11-16,20
"105157","en","extremism",2013-11-16,316
"105126","en","farc",2013-11-16,741
"105171","en","fundamentalism",2013-11-16,686
"105125","en","hamas",2013-11-16,1161
"105129","en","hezbollah",2013-11-16,1871
"105123","en","improvised_explosive_device",2013-11-16,1023
"105110","en","iran",2013-11-16,6263
"10517","en","iraq",2013-11-16,3679
"105127","en","irish_republican_army",2013-11-16,2381
"105173","en","islamist",2013-11-16,97
"105139","en","jihad",2013-11-16,1646
"105167","en","nationalism",2013-11-16,1928
"105161","en","nigeria",2013-11-16,6923
"105119","en","nuclear",2013-11-16,102
"105118","en","nuclear_enrichment",2013-11-16,9
"105111","en","pakistan",2013-11-16,12031
"105135","en","palestine_liberation_front",2013-11-16,38
"105155","en","pirates",2013-11-16,250
"105133","en","plo",2013-11-16,102
"105163","en","political_radicalism",2013-11-16,107
"105169","en","recruitment",2013-11-16,1745
"105159","en","somalia",2013-11-16,4823
"105145","en","suicide_attack",2013-11-16,485
"105143","en","suicide_bomber",2013-11-16,57
"105141","en","taliban",2013-11-16,3280
"105131","en","tamil_tigers",2013-11-16,231
"105151","en","tehrik-i-taliban_pakistan",2013-11-16,769
"10513","en","terror",2013-11-16,165
"10511","en","terrorism",2013-11-16,2130
"105116","en","weapons-grade",2013-11-16,66
"105153","en","yemen",2013-11-16,3059
"105222","en","abu_sayyaf",2013-11-17,1009
"10525","en","afghanistan",2013-11-17,6380
"105210","en","agro",2013-11-17,27
"1052","en","al-qaeda",2013-11-17,4285
"105236","en","al-qaeda_in_the_arabian_peninsula",2013-11-17,169
"105237","en","al-qaeda_in_the_islamic_maghreb",2013-11-17,217
"105245","en","al-shabaab",2013-11-17,38
"105220","en","ammonium_nitrate",2013-11-17,1217
"10523","en","attack",2013-11-17,122
"105219","en","biological_weapon",2013-11-17,57
"105231","en","car_bomb",2013-11-17,204
"105218","en","chemical_weapon",2013-11-17,819
"105213","en","conventional_weapon",2013-11-17,57
"105215","en","dirty_bomb",2013-11-17,431
"105212","en","eco-terrorism",2013-11-17,241
"105211","en","environmental_terrorism",2013-11-17,25
"105226","en","euskadi_ta_askatasuna",2013-11-17,23
"105241","en","extremism",2013-11-17,458
"105224","en","farc",2013-11-17,788
"105248","en","fundamentalism",2013-11-17,856
"105223","en","hamas",2013-11-17,1686
"105227","en","hezbollah",2013-11-17,1946
"105221","en","improvised_explosive_device",2013-11-17,1001
"10526","en","iran",2013-11-17,7274
"10524","en","iraq",2013-11-17,3771
"105225","en","irish_republican_army",2013-11-17,2892
"105249","en","islamist",2013-11-17,97
"105232","en","jihad",2013-11-17,1943
"105246","en","nationalism",2013-11-17,2619
"105243","en","nigeria",2013-11-17,7039
"105217","en","nuclear",2013-11-17,126
"105216","en","nuclear_enrichment",2013-11-17,9
"10528","en","pakistan",2013-11-17,11756
"105230","en","palestine_liberation_front",2013-11-17,46
"105240","en","pirates",2013-11-17,326
"105229","en","plo",2013-11-17,101
"105244","en","political_radicalism",2013-11-17,156
"105247","en","recruitment",2013-11-17,1885
"105242","en","somalia",2013-11-17,5393
"105235","en","suicide_attack",2013-11-17,507
"105234","en","suicide_bomber",2013-11-17,49
"105233","en","taliban",2013-11-17,3849
"105228","en","tamil_tigers",2013-11-17,187
"105238","en","tehrik-i-taliban_pakistan",2013-11-17,803
"10522","en","terror",2013-11-17,163
"10521","en","terrorism",2013-11-17,2628
"105214","en","weapons-grade",2013-11-17,72
"105239","en","yemen",2013-11-17,3631
"105320","en","abu_sayyaf",2013-11-18,1151
"10535","en","afghanistan",2013-11-18,7894
"10538","en","agro",2013-11-18,18
"1053","en","al-qaeda",2013-11-18,5301
"105334","en","al-qaeda_in_the_arabian_peninsula",2013-11-18,256
"105335","en","al-qaeda_in_the_islamic_maghreb",2013-11-18,262
"105343","en","al-shabaab",2013-11-18,68
"105318","en","ammonium_nitrate",2013-11-18,1853
"10533","en","attack",2013-11-18,106
"105317","en","biological_weapon",2013-11-18,61
"105329","en","car_bomb",2013-11-18,228
"105316","en","chemical_weapon",2013-11-18,929
"105311","en","conventional_weapon",2013-11-18,54
"105313","en","dirty_bomb",2013-11-18,487
"105310","en","eco-terrorism",2013-11-18,346
"10539","en","environmental_terrorism",2013-11-18,24
"105324","en","euskadi_ta_askatasuna",2013-11-18,29
"105339","en","extremism",2013-11-18,452
"105322","en","farc",2013-11-18,1036
"105346","en","fundamentalism",2013-11-18,1246
"105321","en","hamas",2013-11-18,1776
"105325","en","hezbollah",2013-11-18,2516
"105319","en","improvised_explosive_device",2013-11-18,1467
"10536","en","iran",2013-11-18,8543
"10534","en","iraq",2013-11-18,4531
"105323","en","irish_republican_army",2013-11-18,3298
"105347","en","islamist",2013-11-18,98
"105330","en","jihad",2013-11-18,2500
"105344","en","nationalism",2013-11-18,4369
"105341","en","nigeria",2013-11-18,8969
"105315","en","nuclear",2013-11-18,192
"105314","en","nuclear_enrichment",2013-11-18,4
"10537","en","pakistan",2013-11-18,12260
"105328","en","palestine_liberation_front",2013-11-18,38
"105338","en","pirates",2013-11-18,257
"105327","en","plo",2013-11-18,148
"105342","en","political_radicalism",2013-11-18,212
"105345","en","recruitment",2013-11-18,3145
"105340","en","somalia",2013-11-18,5749
"105333","en","suicide_attack",2013-11-18,563
"105332","en","suicide_bomber",2013-11-18,43
"105331","en","taliban",2013-11-18,4987
"105326","en","tamil_tigers",2013-11-18,167
"105336","en","tehrik-i-taliban_pakistan",2013-11-18,948
"10532","en","terror",2013-11-18,159
"10531","en","terrorism",2013-11-18,3848
"105312","en","weapons-grade",2013-11-18,115
"105337","en","yemen",2013-11-18,4005
"105420","en","abu_sayyaf",2013-11-19,771
"10545","en","afghanistan",2013-11-19,7961
"10548","en","agro",2013-11-19,34
"1054","en","al-qaeda",2013-11-19,5703
"105434","en","al-qaeda_in_the_arabian_peninsula",2013-11-19,261
"105435","en","al-qaeda_in_the_islamic_maghreb",2013-11-19,239
"105443","en","al-shabaab",2013-11-19,51
"105418","en","ammonium_nitrate",2013-11-19,1694
"10543","en","attack",2013-11-19,94
"105417","en","biological_weapon",2013-11-19,57
"105429","en","car_bomb",2013-11-19,282
"105416","en","chemical_weapon",2013-11-19,1028
"105411","en","conventional_weapon",2013-11-19,76
"105413","en","dirty_bomb",2013-11-19,435
"105410","en","eco-terrorism",2013-11-19,293
"10549","en","environmental_terrorism",2013-11-19,17
"105424","en","euskadi_ta_askatasuna",2013-11-19,22
"105439","en","extremism",2013-11-19,435
"105422","en","farc",2013-11-19,993
"105446","en","fundamentalism",2013-11-19,1348
"105421","en","hamas",2013-11-19,1958
"105425","en","hezbollah",2013-11-19,6093
"105419","en","improvised_explosive_device",2013-11-19,1367
"10546","en","iran",2013-11-19,7959
"10544","en","iraq",2013-11-19,4806
"105423","en","irish_republican_army",2013-11-19,2655
"105447","en","islamist",2013-11-19,104
"105430","en","jihad",2013-11-19,2615
"105444","en","nationalism",2013-11-19,4179
"105441","en","nigeria",2013-11-19,7966
"105415","en","nuclear",2013-11-19,171
"105414","en","nuclear_enrichment",2013-11-19,7
"10547","en","pakistan",2013-11-19,12382
"105428","en","palestine_liberation_front",2013-11-19,35
"105438","en","pirates",2013-11-19,279
"105427","en","plo",2013-11-19,143
"105442","en","political_radicalism",2013-11-19,184
"105445","en","recruitment",2013-11-19,3238
"105440","en","somalia",2013-11-19,5577
"105433","en","suicide_attack",2013-11-19,659
"105432","en","suicide_bomber",2013-11-19,55
"105431","en","taliban",2013-11-19,4490
"105426","en","tamil_tigers",2013-11-19,141
"105436","en","tehrik-i-taliban_pakistan",2013-11-19,842
"10542","en","terror",2013-11-19,151
"10541","en","terrorism",2013-11-19,3741
"105412","en","weapons-grade",2013-11-19,107
"105437","en","yemen",2013-11-19,4150
"105520","en","abu_sayyaf",2013-11-20,626
"10555","en","afghanistan",2013-11-20,7538
"10558","en","agro",2013-11-20,37
"1055","en","al-qaeda",2013-11-20,5578
"105534","en","al-qaeda_in_the_arabian_peninsula",2013-11-20,217
"105535","en","al-qaeda_in_the_islamic_maghreb",2013-11-20,236
"105543","en","al-shabaab",2013-11-20,61
"105518","en","ammonium_nitrate",2013-11-20,1587
"10553","en","attack",2013-11-20,102
"105517","en","biological_weapon",2013-11-20,73
"105529","en","car_bomb",2013-11-20,286
"105516","en","chemical_weapon",2013-11-20,937
"105511","en","conventional_weapon",2013-11-20,75
"105513","en","dirty_bomb",2013-11-20,399
"105510","en","eco-terrorism",2013-11-20,279
"10559","en","environmental_terrorism",2013-11-20,25
"105524","en","euskadi_ta_askatasuna",2013-11-20,29
"105539","en","extremism",2013-11-20,387
"105522","en","farc",2013-11-20,919
"105546","en","fundamentalism",2013-11-20,1425
"105521","en","hamas",2013-11-20,1847
"105525","en","hezbollah",2013-11-20,3799
"105519","en","improvised_explosive_device",2013-11-20,1368
"10556","en","iran",2013-11-20,7854
"10554","en","iraq",2013-11-20,4575
"105523","en","irish_republican_army",2013-11-20,2865
"105547","en","islamist",2013-11-20,156
"105530","en","jihad",2013-11-20,2648
"105544","en","nationalism",2013-11-20,3901
"105541","en","nigeria",2013-11-20,7434
"105515","en","nuclear",2013-11-20,157
"105514","en","nuclear_enrichment",2013-11-20,5
"10557","en","pakistan",2013-11-20,12283
"105528","en","palestine_liberation_front",2013-11-20,45
"105538","en","pirates",2013-11-20,279
"105527","en","plo",2013-11-20,171
"105542","en","political_radicalism",2013-11-20,198
"105545","en","recruitment",2013-11-20,3102
"105540","en","somalia",2013-11-20,5368
"105533","en","suicide_attack",2013-11-20,688
"105532","en","suicide_bomber",2013-11-20,150
"105531","en","taliban",2013-11-20,4279
"105526","en","tamil_tigers",2013-11-20,123
"105536","en","tehrik-i-taliban_pakistan",2013-11-20,752
"10552","en","terror",2013-11-20,148
"10551","en","terrorism",2013-11-20,3505
"105512","en","weapons-grade",2013-11-20,106
"105537","en","yemen",2013-11-20,3885
"105620","en","abu_sayyaf",2013-11-21,508
"10565","en","afghanistan",2013-11-21,7673
"10568","en","agro",2013-11-21,26
"1056","en","al-qaeda",2013-11-21,5292
"105634","en","al-qaeda_in_the_arabian_peninsula",2013-11-21,285
"105635","en","al-qaeda_in_the_islamic_maghreb",2013-11-21,241
"105643","en","al-shabaab",2013-11-21,58
"105618","en","ammonium_nitrate",2013-11-21,1568
"10563","en","attack",2013-11-21,65
"105617","en","biological_weapon",2013-11-21,72
"105629","en","car_bomb",2013-11-21,269
"105616","en","chemical_weapon",2013-11-21,803
"105611","en","conventional_weapon",2013-11-21,68
"105613","en","dirty_bomb",2013-11-21,415
"105610","en","eco-terrorism",2013-11-21,284
"10569","en","environmental_terrorism",2013-11-21,42
"105624","en","euskadi_ta_askatasuna",2013-11-21,32
"105639","en","extremism",2013-11-21,443
"105622","en","farc",2013-11-21,994
"105646","en","fundamentalism",2013-11-21,1327
"105621","en","hamas",2013-11-21,1778
"105625","en","hezbollah",2013-11-21,3501
"105619","en","improvised_explosive_device",2013-11-21,1382
"10566","en","iran",2013-11-21,7656
"10564","en","iraq",2013-11-21,4740
"105623","en","irish_republican_army",2013-11-21,4835
"105647","en","islamist",2013-11-21,95
"105630","en","jihad",2013-11-21,2649
"105644","en","nationalism",2013-11-21,3494
"105641","en","nigeria",2013-11-21,7784
"105615","en","nuclear",2013-11-21,156
"105614","en","nuclear_enrichment",2013-11-21,5
"10567","en","pakistan",2013-11-21,11775
"105628","en","palestine_liberation_front",2013-11-21,42
"105638","en","pirates",2013-11-21,288
"105627","en","plo",2013-11-21,148
"105642","en","political_radicalism",2013-11-21,203
"105645","en","recruitment",2013-11-21,2904
"105640","en","somalia",2013-11-21,5066
"105633","en","suicide_attack",2013-11-21,716
"105632","en","suicide_bomber",2013-11-21,203
"105631","en","taliban",2013-11-21,4379
"105626","en","tamil_tigers",2013-11-21,137
"105636","en","tehrik-i-taliban_pakistan",2013-11-21,718
"10562","en","terror",2013-11-21,145
"10561","en","terrorism",2013-11-21,3532
"105612","en","weapons-grade",2013-11-21,117
"105637","en","yemen",2013-11-21,3856
"105720","en","abu_sayyaf",2013-11-22,411
"10575","en","afghanistan",2013-11-22,6805
"10578","en","agro",2013-11-22,45
"1057","en","al-qaeda",2013-11-22,4427
"105734","en","al-qaeda_in_the_arabian_peninsula",2013-11-22,225
"105735","en","al-qaeda_in_the_islamic_maghreb",2013-11-22,247
"105743","en","al-shabaab",2013-11-22,44
"105718","en","ammonium_nitrate",2013-11-22,1270
"10573","en","attack",2013-11-22,72
"105717","en","biological_weapon",2013-11-22,76
"105729","en","car_bomb",2013-11-22,233
"105716","en","chemical_weapon",2013-11-22,728
"105711","en","conventional_weapon",2013-11-22,50
"105713","en","dirty_bomb",2013-11-22,395
"105710","en","eco-terrorism",2013-11-22,244
"10579","en","environmental_terrorism",2013-11-22,34
"105724","en","euskadi_ta_askatasuna",2013-11-22,27
"105739","en","extremism",2013-11-22,347
"105722","en","farc",2013-11-22,833
"105746","en","fundamentalism",2013-11-22,1198
"105721","en","hamas",2013-11-22,1553
"105725","en","hezbollah",2013-11-22,2857
"105719","en","improvised_explosive_device",2013-11-22,1240
"10576","en","iran",2013-11-22,6942
"10574","en","iraq",2013-11-22,4189
"105723","en","irish_republican_army",2013-11-22,3227
"105747","en","islamist",2013-11-22,79
"105730","en","jihad",2013-11-22,2235
"105744","en","nationalism",2013-11-22,2718
"105741","en","nigeria",2013-11-22,6229
"105715","en","nuclear",2013-11-22,123
"105714","en","nuclear_enrichment",2013-11-22,4
"10577","en","pakistan",2013-11-22,9985
"105728","en","palestine_liberation_front",2013-11-22,49
"105738","en","pirates",2013-11-22,259
"105727","en","plo",2013-11-22,126
"105742","en","political_radicalism",2013-11-22,141
"105745","en","recruitment",2013-11-22,2502
"105740","en","somalia",2013-11-22,4386
"105733","en","suicide_attack",2013-11-22,615
"105732","en","suicide_bomber",2013-11-22,148
"105731","en","taliban",2013-11-22,3725
"105726","en","tamil_tigers",2013-11-22,149
"105736","en","tehrik-i-taliban_pakistan",2013-11-22,619
"10572","en","terror",2013-11-22,162
"10571","en","terrorism",2013-11-22,2990
"105712","en","weapons-grade",2013-11-22,90
"105737","en","yemen",2013-11-22,4071
